股票名称,股票代码,日期,开盘
日久光电,003015,2026-05-12,14.663
日久光电,003015,2026-05-13,14.493
日久光电,003015,2026-05-14,14.623
日久光电,003015,2026-05-15,14.393
日久光电,003015,2026-05-18,14.313
日久光电,003015,2026-05-19,14.243
日久光电,003015,2026-05-20,14.293
日久光电,003015,2026-05-21,14.43
日久光电,003015,2026-05-22,13.95
日久光电,003015,2026-05-25,14.14
日久光电,003015,2026-05-26,13.84
日久光电,003015,2026-05-27,13.32
日久光电,003015,2026-05-28,12.93
日久光电,003015,2026-05-29,13.2
日久光电,003015,2026-06-01,12.48
日久光电,003015,2026-06-02,12.54
日久光电,003015,2026-06-03,12.42
日久光电,003015,2026-06-04,12.3
日久光电,003015,2026-06-05,12.29
日久光电,003015,2026-06-08,12.38
日久光电,003015,2026-06-09,12.25
日久光电,003015,2026-06-10,12.3
日久光电,003015,2026-06-11,12.36
日久光电,003015,2026-06-12,12.7
日久光电,003015,2026-06-15,12.4
日久光电,003015,2026-06-16,12.9
日久光电,003015,2026-06-17,12.79
日久光电,003015,2026-06-18,12.85
日久光电,003015,2026-06-22,12.58
日久光电,003015,2026-06-23,12.31
日久光电,003015,2026-06-24,12.33
日久光电,003015,2026-06-25,12.3
日久光电,003015,2026-06-26,12.31
日久光电,003015,2026-06-29,12.47
日久光电,003015,2026-06-30,12.37
日久光电,003015,2026-07-01,13.02
日久光电,003015,2026-07-02,12.8
日久光电,003015,2026-07-03,12.34
日久光电,003015,2026-07-06,12.22
日久光电,003015,2026-07-07,11.65
日久光电,003015,2026-07-08,11.52
日久光电,003015,2026-07-09,11.64
日久光电,003015,2026-07-10,11.67
日久光电,003015,2026-07-13,11.56
日久光电,003015,2026-07-14,10.9
日久光电,003015,2026-07-15,10.95
日久光电,003015,2026-07-16,10.92
日久光电,003015,2026-07-17,10.9
日久光电,003015,2026-07-20,10.89
日久光电,003015,2026-07-21,10.25
日久光电,003015,2026-07-22,10.15
日久光电,003015,2026-07-23,10.11
日久光电,003015,2026-07-24,10.69
日久光电,003015,2026-07-27,10.14
日久光电,003015,2026-07-28,10.32
日久光电,003015,2026-07-29,10.44
日久光电,003015,2026-07-30,10.45
日久光电,003015,2026-07-31,10.36
日久光电,003015,2026-08-03,10.46
日久光电,003015,2026-08-04,10.78
日久光电,003015,2026-08-05,10.84
日久光电,003015,2026-08-06,10.92
日久光电,003015,2026-08-07,11.67
日久光电,003015,2026-08-10,11.53
日久光电,003015,2026-08-11,11.76
日久光电,003015,2026-08-12,11.58
日久光电,003015,2026-08-13,12.08
日久光电,003015,2026-08-14,12.15
日久光电,003015,2026-08-17,12.04
日久光电,003015,2026-08-18,12.23
日久光电,003015,2026-08-19,12.42
